ULTIMA_COMPRA;REFERENCIA;RECENCIA_DIAS;IMPORTE_VENTA;FRECUENCIA
2010-03-12 15:28:00;2010-12-31;293;213.00999999999993;42
2010-04-07 12:14:00;2010-12-31;267;615.97;58
2010-11-17 13:50:00;2010-12-31;43;1704.0300000000013;94
2010-09-30 10:44:00;2010-12-31;91;724.7300000000001;39
2010-10-25 12:18:00;2010-12-31;66;337.93;19
2010-07-19 12:04:00;2010-12-31;164;6701.639999999998;28
2010-11-28 13:43:00;2010-12-31;32;6434.61;417
2010-10-10 11:41:00;2010-12-31;81;1313.520000000001;250
2010-11-08 15:23:00;2010-12-31;52;440.9299999999999;92
2010-06-30 10:25:00;2010-12-31;183;75.3;3
2010-10-20 13:30:00;2010-12-31;71;935.3300000000002;52
2010-06-11 17:19:00;2010-12-31;202;477.3200000000001;31
2010-10-22 11:55:00;2010-12-31;69;176.69;9
2010-12-01 10:37:00;2010-12-31;29;249.39999999999998;6
2010-12-01 09:00:00;2010-12-31;29;1351.0000000000002;25
2010-11-24 11:07:00;2010-12-31;36;1954.92;51
2010-06-30 10:23:00;2010-12-31;183;404.45;19
2010-04-20 14:08:00;2010-12-31;254;711.11;29
2010-09-28 15:29:00;2010-12-31;93;164.45;9
2010-12-16 09:52:00;2010-12-31;14;4840.129999999997;213
2010-02-03 12:37:00;2010-12-31;330;195.55;8
2010-12-08 15:39:00;2010-12-31;22;5078.339999999997;168
2010-10-31 15:18:00;2010-12-31;60;1076.8499999999997;62
2010-07-25 12:50:00;2010-12-31;158;881.5199999999998;52
2010-04-25 15:51:00;2010-12-31;249;2165.76;28
2010-10-18 13:25:00;2010-12-31;73;3502.4799999999996;35
2010-05-19 15:47:00;2010-12-31;225;1431.4999999999993;168
2010-02-24 13:46:00;2010-12-31;309;352.82099999999997;17
2010-08-01 14:25:00;2010-12-31;151;190.34999999999997;17
2010-12-16 16:54:00;2010-12-31;14;18248.129999999997;444
2010-12-07 13:28:00;2010-12-31;23;3111.959999999998;150
2010-10-13 15:10:00;2010-12-31;78;611.0399999999998;42
2010-06-24 13:42:00;2010-12-31;189;3094.3700000000003;97
2010-11-04 13:14:00;2010-12-31;56;1982.0900000000013;398
2010-11-08 11:49:00;2010-12-31;52;301.54;19
2010-04-28 12:15:00;2010-12-31;246;1049.66;63
2010-10-07 16:11:00;2010-12-31;84;623.98;2
2010-12-23 12:04:00;2010-12-31;7;30338.000000000004;197
2010-08-05 14:52:00;2010-12-31;147;945.7900000000001;35
2010-07-12 11:24:00;2010-12-31;171;161.12999999999997;27
2010-10-28 19:51:00;2010-12-31;63;375.81000000000006;43
2010-04-26 14:30:00;2010-12-31;248;336.54999999999995;22
2010-09-12 10:40:00;2010-12-31;109;749.3199999999996;119
2010-08-09 09:23:00;2010-12-31;143;1542.09;10
2010-10-01 08:19:00;2010-12-31;90;447.43999999999994;12
2010-10-07 09:25:00;2010-12-31;84;542.49;30
2010-12-07 13:53:00;2010-12-31;23;2635.8500000000004;104
2010-12-10 14:45:00;2010-12-31;20;1019.8599999999998;62
2010-07-22 15:50:00;2010-12-31;161;3.75;1
2010-11-16 15:31:00;2010-12-31;44;239.45999999999998;18
2010-10-13 11:05:00;2010-12-31;78;188.39999999999998;10
2010-03-03 08:25:00;2010-12-31;302;96.0;7
2010-06-11 12:30:00;2010-12-31;202;126.03000000000002;9
2010-11-16 17:25:00;2010-12-31;44;836.2999999999998;29
2010-07-28 14:45:00;2010-12-31;155;289.7;22
2010-09-29 10:34:00;2010-12-31;92;1179.4499999999998;78
2010-12-10 15:31:00;2010-12-31;20;41568.519999999975;390
2010-09-21 12:02:00;2010-12-31;100;2114.710000000001;67
2010-10-05 14:19:00;2010-12-31;86;642.54;21
2010-11-30 12:28:00;2010-12-31;30;21659.690000000002;388
2010-10-04 10:52:00;2010-12-31;87;1061.8400000000006;61
2010-09-30 16:20:00;2010-12-31;91;572.7299999999999;32
2010-12-07 15:48:00;2010-12-31;23;426.84999999999997;25
2010-11-10 09:35:00;2010-12-31;50;524.65;13
2010-06-30 08:50:00;2010-12-31;183;1115.4600000000003;61
2010-06-30 14:12:00;2010-12-31;183;678.1999999999999;22
2010-10-29 11:42:00;2010-12-31;62;3448.379999999999;180
2010-12-23 11:46:00;2010-12-31;7;128.7;9
2010-10-06 12:35:00;2010-12-31;85;61.28;5
2010-02-08 15:30:00;2010-12-31;325;419.59999999999997;19
2010-10-17 13:46:00;2010-12-31;74;660.6500000000001;90
2010-11-11 13:24:00;2010-12-31;49;1025.0900000000001;150
2010-11-24 13:32:00;2010-12-31;36;2054.2400000000002;96
2010-11-25 17:33:00;2010-12-31;35;1615.8199999999997;54
2010-03-28 11:02:00;2010-12-31;277;112.23;18
2010-10-14 18:19:00;2010-12-31;77;102.0;1
2010-05-07 12:24:00;2010-12-31;237;156.85;11
2010-12-05 12:13:00;2010-12-31;25;3986.13;87
2010-10-13 14:41:00;2010-12-31;78;561.4899999999999;54
2010-10-31 14:11:00;2010-12-31;60;316.56;16
2010-05-12 10:27:00;2010-12-31;232;324.19;16
2010-07-08 11:50:00;2010-12-31;175;260.7;16
2010-11-05 13:31:00;2010-12-31;55;620.37;31
2010-12-05 10:45:00;2010-12-31;25;1512.470000000005;350
2010-08-10 13:52:00;2010-12-31;142;139.95;7
2010-10-19 13:34:00;2010-12-31;72;651.4000000000003;40
2010-12-08 10:39:00;2010-12-31;22;2554.860000000001;169
2010-11-23 17:48:00;2010-12-31;37;319.75000000000006;18
2010-12-14 16:07:00;2010-12-31;16;854.1299999999998;54
2010-12-08 15:10:00;2010-12-31;22;1920.0;6
2010-11-07 12:13:00;2010-12-31;53;1931.3500000000001;119
2010-11-25 11:34:00;2010-12-31;35;1955.0000000000005;59
2010-04-08 09:06:00;2010-12-31;266;187.35000000000002;11
2010-12-17 09:37:00;2010-12-31;13;4753.879999999999;82
2010-07-27 09:53:00;2010-12-31;156;501.24000000000007;31
2010-09-02 18:24:00;2010-12-31;119;753.5300000000001;40
2010-11-11 12:54:00;2010-12-31;49;1001.0099999999999;128
2010-06-28 15:36:00;2010-12-31;185;314.7;8
2010-10-06 14:20:00;2010-12-31;85;273.26;21
2010-11-15 13:43:00;2010-12-31;45;346.72999999999996;21
2010-08-31 12:57:00;2010-12-31;121;933.77;50
2010-11-18 12:50:00;2010-12-31;42;662.4000000000001;1
2010-12-17 15:14:00;2010-12-31;13;5330.239999999994;574
2010-11-17 15:47:00;2010-12-31;43;2941.14;126
2010-10-07 12:56:00;2010-12-31;84;928.6;35
2010-06-30 15:35:00;2010-12-31;183;667.4500000000002;41
2010-11-21 11:47:00;2010-12-31;39;649.3200000000002;37
2010-12-16 18:20:00;2010-12-31;14;2049.15;69
2010-11-17 13:12:00;2010-12-31;43;2862.9900000000016;155
2010-08-26 17:19:00;2010-12-31;126;332.44000000000005;20
2010-06-10 10:15:00;2010-12-31;203;1191.5300000000002;71
2010-03-04 10:49:00;2010-12-31;301;395.5;25
2010-12-07 14:00:00;2010-12-31;23;1269.69;70
2010-11-29 16:24:00;2010-12-31;31;28019.579999999987;279
2010-11-01 14:45:00;2010-12-31;59;3860.890000000001;172
2010-11-28 11:45:00;2010-12-31;32;1100.88;131
2010-10-31 11:09:00;2010-12-31;60;1563.4200000000005;144
2010-11-22 13:25:00;2010-12-31;38;1574.3300000000006;68
2010-12-16 09:31:00;2010-12-31;14;1020.27;61
2010-11-26 15:57:00;2010-12-31;34;863.5600000000001;100
2010-08-19 09:07:00;2010-12-31;133;634.6800000000001;9
2010-07-12 10:46:00;2010-12-31;171;584.45;26
2010-03-24 08:55:00;2010-12-31;281;388.55;21
2010-09-27 13:36:00;2010-12-31;94;849.5600000000001;42
2010-10-24 15:42:00;2010-12-31;67;530.47;34
2010-11-15 14:48:00;2010-12-31;45;869.64;52
2010-11-30 15:21:00;2010-12-31;30;2809.1400000000003;161
2010-03-17 13:09:00;2010-12-31;288;33665.6;56
2010-11-04 17:44:00;2010-12-31;56;165.45000000000002;10
2010-10-26 15:00:00;2010-12-31;65;42.0;1
2010-01-17 12:22:00;2010-12-31;347;136.8;4
2010-10-12 17:22:00;2010-12-31;79;286.59999999999997;39
2010-11-25 16:16:00;2010-12-31;35;1654.08;90
2010-10-12 08:43:00;2010-12-31;79;124.94999999999999;7
2010-07-21 10:11:00;2010-12-31;162;42.22;3
2010-11-10 15:17:00;2010-12-31;50;70.80000000000001;2
2010-09-02 10:04:00;2010-12-31;119;1275.8100000000006;74
2010-10-11 11:53:00;2010-12-31;80;975.8700000000002;49
2010-10-04 12:37:00;2010-12-31;87;1774.6800000000005;86
2010-11-02 16:32:00;2010-12-31;58;627.9500000000003;37
2010-12-23 10:38:00;2010-12-31;7;865.1999999999999;30
2010-09-28 16:12:00;2010-12-31;93;359.27;20
2010-10-19 09:50:00;2010-12-31;72;2651.45;48
2010-11-12 12:12:00;2010-12-31;48;2389.7900000000013;127
2010-04-22 11:21:00;2010-12-31;252;6116.920000000001;80
2010-11-22 10:34:00;2010-12-31;38;563.0799999999999;33
2010-11-02 12:37:00;2010-12-31;58;721.2800000000003;45
2010-10-04 14:35:00;2010-12-31;87;992.4100000000001;65
2010-12-02 10:17:00;2010-12-31;28;6323.36;60
2010-06-23 12:35:00;2010-12-31;190;320.0;1
2010-05-11 11:30:00;2010-12-31;233;246.54000000000002;15
2010-02-24 15:02:00;2010-12-31;309;200.43000000000004;35
2010-11-10 10:00:00;2010-12-31;50;854.1499999999999;51
2010-11-28 16:21:00;2010-12-31;32;1034.46;19
2010-12-14 10:18:00;2010-12-31;16;393.11000000000007;17
2010-11-24 14:29:00;2010-12-31;36;8345.660000000003;241
2010-12-22 10:29:00;2010-12-31;8;3125.0;5
2010-11-29 17:35:00;2010-12-31;31;222.20999999999998;54
2010-10-18 10:02:00;2010-12-31;73;458.2499999999999;27
2010-11-25 10:11:00;2010-12-31;35;3897.679999999997;202
2010-12-12 13:56:00;2010-12-31;18;692.7199999999999;87
2010-11-12 14:40:00;2010-12-31;48;538.4000000000001;19
2010-09-30 10:35:00;2010-12-31;91;193.25;12
2010-12-07 09:21:00;2010-12-31;23;2498.6299999999997;144
2010-11-17 13:53:00;2010-12-31;43;438.90000000000003;24
2010-08-20 10:40:00;2010-12-31;132;996.6100000000002;24
2010-09-30 13:08:00;2010-12-31;91;390.86000000000007;22
2010-11-08 13:24:00;2010-12-31;52;85.6;4
2010-10-12 13:22:00;2010-12-31;79;123.66;8
2010-12-09 19:32:00;2010-12-31;21;4629.519999999992;505
2010-11-18 13:21:00;2010-12-31;42;846.55;13
2010-10-12 08:51:00;2010-12-31;79;1909.310000000001;106
2010-05-06 17:55:00;2010-12-31;238;264.13;15
2010-11-11 16:18:00;2010-12-31;49;2832.559999999996;414
2010-07-21 09:27:00;2010-12-31;162;834.38;46
2010-10-24 14:08:00;2010-12-31;67;519.81;13
2010-11-11 14:10:00;2010-12-31;49;2342.580000000002;339
2010-09-26 12:58:00;2010-12-31;95;599.78;54
2010-10-20 10:03:00;2010-12-31;71;331.13999999999993;22
2010-12-09 13:57:00;2010-12-31;21;3002.3799999999983;165
2010-12-08 10:38:00;2010-12-31;22;4658.429999999996;240
2010-12-08 15:58:00;2010-12-31;22;1023.3900000000001;74
2010-11-30 08:58:00;2010-12-31;30;2960.7299999999996;131
2010-11-25 10:20:00;2010-12-31;35;682.5400000000001;46
2010-11-21 12:40:00;2010-12-31;39;609.8400000000001;61
2010-09-01 13:58:00;2010-12-31;120;759.9799999999999;45
2010-11-24 15:42:00;2010-12-31;36;142.7;6
2010-11-25 11:03:00;2010-12-31;35;2752.6;115
2010-11-25 16:31:00;2010-12-31;35;2364.6200000000013;138
2010-11-18 16:27:00;2010-12-31;42;895.7600000000001;33
2010-07-08 18:06:00;2010-12-31;175;382.31;46
2010-09-19 10:20:00;2010-12-31;102;566.6999999999999;31
2010-12-13 11:23:00;2010-12-31;17;5194.999999999997;241
2010-10-21 15:35:00;2010-12-31;70;1218.68;32
2010-12-01 12:58:00;2010-12-31;29;2788.25;82
2010-11-11 13:26:00;2010-12-31;49;1675.81;70
2010-06-29 12:43:00;2010-12-31;184;1234.4799999999998;47
2010-07-15 09:06:00;2010-12-31;168;79.48;5
2010-10-03 13:09:00;2010-12-31;88;509.03999999999996;32
2010-09-03 12:08:00;2010-12-31;118;404.3000000000001;32
2010-05-23 13:00:00;2010-12-31;221;445.1499999999999;24
2010-08-16 15:31:00;2010-12-31;136;457.8199999999999;32
2010-11-24 16:16:00;2010-12-31;36;611.5499999999998;34
2010-11-28 14:56:00;2010-12-31;32;1443.03;37
2010-12-17 14:21:00;2010-12-31;13;7815.939999999999;326
2010-05-17 14:52:00;2010-12-31;227;229.75000000000003;14
2010-03-04 14:23:00;2010-12-31;301;367.15;13
2010-08-20 13:09:00;2010-12-31;132;606.2099999999999;33
2010-11-30 15:14:00;2010-12-31;30;1084.6800000000003;68
2010-08-10 09:38:00;2010-12-31;142;352.15000000000003;19
2010-11-14 10:51:00;2010-12-31;46;318.04;18
2010-09-01 10:11:00;2010-12-31;120;4057.900000000001;100
2010-08-26 10:31:00;2010-12-31;126;713.11;50
2010-06-07 13:33:00;2010-12-31;206;10396.5;9
2010-12-08 16:29:00;2010-12-31;22;5831.549999999994;594
2010-12-17 15:52:00;2010-12-31;13;22199.970000000023;463
2010-12-19 11:19:00;2010-12-31;11;1876.4599999999998;101
2010-06-02 15:10:00;2010-12-31;211;109.44;1
2010-10-29 10:10:00;2010-12-31;62;1428.6999999999998;85
2010-12-10 11:39:00;2010-12-31;20;583.22;66
2010-11-07 14:52:00;2010-12-31;53;1509.4999999999998;69
2010-05-13 10:15:00;2010-12-31;231;115.08000000000001;4
2010-11-18 13:01:00;2010-12-31;42;7959.359999999996;486
2010-08-05 18:18:00;2010-12-31;147;139.94000000000003;22
2010-10-17 13:28:00;2010-12-31;74;2470.2799999999993;642
2010-12-01 11:32:00;2010-12-31;29;9979.68;34
2010-12-02 10:09:00;2010-12-31;28;3233.3399999999992;144
2010-11-22 14:21:00;2010-12-31;38;338.75999999999993;56
2010-11-17 10:44:00;2010-12-31;43;7557.309999999991;593
2010-12-20 15:14:00;2010-12-31;10;7578.379999999998;142
2010-11-14 11:37:00;2010-12-31;46;255.45;69
2010-11-07 14:50:00;2010-12-31;53;312.05;5
2010-05-11 10:24:00;2010-12-31;233;521.0;14
2010-12-14 13:51:00;2010-12-31;16;2997.26;201
2010-09-03 09:31:00;2010-12-31;118;469.18999999999994;24
2010-12-15 11:15:00;2010-12-31;15;4252.7;84
2010-07-20 17:22:00;2010-12-31;163;364.0;1
2010-12-20 14:51:00;2010-12-31;10;14583.049999999994;226
2010-09-27 16:18:00;2010-12-31;94;16008.599999999999;14
2010-10-05 13:20:00;2010-12-31;86;1978.6800000000014;164
2010-11-15 16:13:00;2010-12-31;45;891.0200000000001;49
2010-04-15 14:28:00;2010-12-31;259;1262.5200000000002;87
2010-07-13 12:12:00;2010-12-31;170;230.06000000000006;42
2010-01-24 12:27:00;2010-12-31;340;326.54999999999995;42
2010-02-11 12:31:00;2010-12-31;322;390.8500000000001;19
2010-03-26 13:55:00;2010-12-31;279;219.4;6
2010-11-01 13:15:00;2010-12-31;59;792.6100000000001;38
2010-11-09 16:01:00;2010-12-31;51;115.66000000000001;14
2010-12-01 12:54:00;2010-12-31;29;779.5000000000002;111
2010-01-26 17:19:00;2010-12-31;338;243.63;1
2010-10-22 14:04:00;2010-12-31;69;655.43;38
2010-12-05 15:47:00;2010-12-31;25;4067.0799999999917;718
2010-12-10 11:02:00;2010-12-31;20;413.36;65
2010-12-20 15:26:00;2010-12-31;10;784.5500000000004;162
2010-07-15 14:36:00;2010-12-31;168;150.5;7
2010-12-23 11:06:00;2010-12-31;7;5001.959999999998;514
2010-09-03 10:52:00;2010-12-31;118;39.95;1
2010-10-31 11:22:00;2010-12-31;60;415.10999999999984;87
2010-10-29 10:31:00;2010-12-31;62;13544.989999999998;93
2010-02-23 15:17:00;2010-12-31;310;9530.080000000002;13
2010-12-22 11:11:00;2010-12-31;8;3618.069999999998;195
2010-09-26 11:58:00;2010-12-31;95;335.21999999999997;47
2010-08-15 14:20:00;2010-12-31;137;422.8599999999999;40
2010-12-20 11:14:00;2010-12-31;10;2654.620000000002;278
2010-11-16 14:54:00;2010-12-31;44;3985.14;55
2010-02-12 14:58:00;2010-12-31;321;0.0;1
2010-11-15 13:13:00;2010-12-31;45;555.3699999999997;122
2010-10-27 11:53:00;2010-12-31;64;4076.2999999999984;184
2010-12-10 13:29:00;2010-12-31;20;2374.05;120
2010-09-30 17:13:00;2010-12-31;91;6628.2999999999965;226
2010-09-14 13:41:00;2010-12-31;107;2919.44;166
2010-12-20 12:14:00;2010-12-31;10;4630.5;70
2010-11-09 09:13:00;2010-12-31;51;977.5600000000002;59
2010-07-26 12:36:00;2010-12-31;157;622.67;22
2010-10-07 11:59:00;2010-12-31;84;458.45;15
2010-11-29 10:33:00;2010-12-31;31;116.89;8
2010-10-29 15:11:00;2010-12-31;62;230.83;10
2010-09-21 14:51:00;2010-12-31;100;466.32999999999987;28
2010-11-24 16:56:00;2010-12-31;36;1190.3700000000006;73
2010-06-06 14:05:00;2010-12-31;207;286.71;19
2010-11-05 09:59:00;2010-12-31;55;1467.48;57
2010-11-29 17:11:00;2010-12-31;31;1040.4900000000002;93
2010-03-01 11:59:00;2010-12-31;304;187.86999999999995;52
2010-11-22 12:26:00;2010-12-31;38;9378.110000000004;156
2010-12-21 10:30:00;2010-12-31;9;4411.459999999995;141
2010-11-04 11:53:00;2010-12-31;56;1268.0300000000002;86
2010-01-13 12:30:00;2010-12-31;351;332.7;11
2010-08-06 14:00:00;2010-12-31;146;670.98;43
2010-12-01 16:33:00;2010-12-31;29;983.1500000000002;66
2010-08-10 15:17:00;2010-12-31;142;30.599999999999998;1
2010-09-06 09:53:00;2010-12-31;115;3857.85;14
2010-12-17 15:52:00;2010-12-31;13;6500.73;281
2010-11-16 08:11:00;2010-12-31;44;2106.8;25
2010-10-21 14:08:00;2010-12-31;70;309.09000000000003;14
2010-12-15 10:04:00;2010-12-31;15;306.18;12
2010-02-04 15:35:00;2010-12-31;329;327.3999999999999;21
2010-11-17 14:20:00;2010-12-31;43;1376.05;84
2010-08-13 14:35:00;2010-12-31;139;233.39999999999992;17
2010-11-23 17:53:00;2010-12-31;37;5115.079999999995;240
2010-12-03 11:48:00;2010-12-31;27;185837.72000000032;2402
2010-11-15 15:10:00;2010-12-31;45;569.9;41
2010-12-12 11:17:00;2010-12-31;18;3044.5699999999993;622
2010-04-08 14:30:00;2010-12-31;266;8421.470000000001;107
2010-12-05 13:18:00;2010-12-31;25;1986.3799999999999;184
2010-09-03 17:15:00;2010-12-31;118;148.70999999999998;6
2010-07-22 19:42:00;2010-12-31;161;256.85;53
2010-09-01 17:15:00;2010-12-31;120;721.65;69
2010-10-15 10:49:00;2010-12-31;76;370.45;15
2010-10-05 08:45:00;2010-12-31;86;624.4300000000002;67
2010-11-29 13:10:00;2010-12-31;31;597.3299999999999;165
2010-04-13 13:26:00;2010-12-31;261;402.71999999999997;54
2010-03-08 13:24:00;2010-12-31;297;111.56;3
2010-10-17 13:59:00;2010-12-31;74;4456.579999999998;182
2010-12-07 11:45:00;2010-12-31;23;498.65999999999985;24
2010-11-23 14:23:00;2010-12-31;37;1669.9300000000012;168
2010-12-16 17:30:00;2010-12-31;14;2466.980000000001;110
2010-10-25 08:27:00;2010-12-31;66;310.55000000000007;54
2010-09-22 11:45:00;2010-12-31;99;678.7700000000001;50
2010-10-24 14:45:00;2010-12-31;67;286.2899999999999;35
2010-10-08 13:30:00;2010-12-31;83;1550.630000000001;104
2010-08-23 12:06:00;2010-12-31;129;123.5;8
2010-12-06 11:42:00;2010-12-31;24;1471.5499999999997;60
2010-02-11 14:27:00;2010-12-31;322;79.9;1
2010-11-10 12:27:00;2010-12-31;50;117.0;5
2010-11-16 17:44:00;2010-12-31;44;293.74;14
2010-11-08 12:31:00;2010-12-31;52;356.80000000000007;22
2010-11-12 12:26:00;2010-12-31;48;7321.069999999999;373
2010-09-26 14:06:00;2010-12-31;95;1603.6000000000001;9
2010-10-25 10:01:00;2010-12-31;66;390.05;20
2010-11-04 13:50:00;2010-12-31;56;868.3299999999997;52
2010-10-12 08:25:00;2010-12-31;79;906.3000000000002;16
2010-04-01 13:01:00;2010-12-31;273;379.20000000000005;21
2010-12-15 13:25:00;2010-12-31;15;513.3399999999999;22
2010-11-23 17:13:00;2010-12-31;37;847.76;29
2010-11-07 13:35:00;2010-12-31;53;339.34;16
2010-10-13 13:32:00;2010-12-31;78;530.6599999999999;134
2010-11-10 14:37:00;2010-12-31;50;1947.500000000002;99
2010-11-16 18:20:00;2010-12-31;44;856.8500000000001;51
2010-01-21 09:33:00;2010-12-31;343;157.8;2
2010-06-06 13:11:00;2010-12-31;207;415.30999999999995;25
2010-11-19 13:58:00;2010-12-31;41;2919.8399999999992;144
2010-12-03 12:43:00;2010-12-31;27;4260.629999999996;242
2010-10-24 12:54:00;2010-12-31;67;1973.3900000000003;120
2010-09-20 11:48:00;2010-12-31;101;1119.6599999999999;12
2010-10-31 10:37:00;2010-12-31;60;1192.2;5
2010-12-06 15:34:00;2010-12-31;24;1367.020000000001;70
2010-10-21 15:07:00;2010-12-31;70;310.74;18
2010-12-08 13:28:00;2010-12-31;22;1530.2100000000003;88
2010-10-26 10:34:00;2010-12-31;65;543.8900000000001;36
2010-12-16 18:18:00;2010-12-31;14;1195.58;28
2010-09-16 14:41:00;2010-12-31;105;3084.689999999998;154
2010-11-14 13:53:00;2010-12-31;46;847.7800000000002;120
2010-10-01 10:32:00;2010-12-31;90;2037.0200000000002;87
2010-09-24 14:32:00;2010-12-31;97;770.3399999999998;31
2010-10-21 10:49:00;2010-12-31;70;3017.75;202
2010-09-28 09:45:00;2010-12-31;93;745.5;38
2010-11-01 13:04:00;2010-12-31;59;1046.84;32
2010-09-30 09:07:00;2010-12-31;91;979.8000000000002;33
2010-09-15 09:52:00;2010-12-31;106;309.90999999999997;19
2010-08-31 15:03:00;2010-12-31;121;1441.5500000000004;38
2010-07-29 17:24:00;2010-12-31;154;1573.1300000000003;69
2010-12-02 18:49:00;2010-12-31;28;1443.0800000000002;38
2010-12-01 13:20:00;2010-12-31;29;632.1400000000001;35
2010-02-15 11:39:00;2010-12-31;318;128.28;3
2010-10-04 15:01:00;2010-12-31;87;1667.770000000001;84
2010-10-12 12:48:00;2010-12-31;79;357.1499999999999;19
2010-01-12 15:11:00;2010-12-31;352;120.0;2
2010-12-17 13:29:00;2010-12-31;13;5314.279999999994;249
2010-02-17 11:40:00;2010-12-31;316;366.4200000000001;16
2010-10-31 13:58:00;2010-12-31;60;635.89;97
2010-09-06 14:04:00;2010-12-31;115;730.3699999999999;39
2010-10-25 12:34:00;2010-12-31;66;5625.460999999999;291
2010-11-23 13:36:00;2010-12-31;37;350.99;10
2010-08-03 14:55:00;2010-12-31;149;363.4;12
2010-10-03 11:52:00;2010-12-31;88;601.03;23
2010-06-11 15:54:00;2010-12-31;202;1000.63;1
2010-12-10 11:44:00;2010-12-31;20;2028.7900000000009;113
2010-11-24 16:00:00;2010-12-31;36;2854.7299999999996;134
2010-11-09 10:08:00;2010-12-31;51;18120.36000000002;176
2010-08-25 14:55:00;2010-12-31;127;824.28;51
2010-10-12 14:09:00;2010-12-31;79;322.93;16
2010-11-25 17:42:00;2010-12-31;35;1183.39;62
2010-09-01 12:20:00;2010-12-31;120;843.1699999999996;48
2010-10-07 13:32:00;2010-12-31;84;40.56;1
2010-08-26 10:45:00;2010-12-31;126;354.84999999999997;19
2010-09-26 12:53:00;2010-12-31;95;295.73;16
2010-10-26 17:01:00;2010-12-31;65;106.81000000000002;29
2010-05-26 09:49:00;2010-12-31;218;482.84999999999997;31
2010-01-22 12:51:00;2010-12-31;342;256.6;15
2010-11-09 09:06:00;2010-12-31;51;1189.3799999999999;23
2010-10-28 17:13:00;2010-12-31;63;982.9400000000002;57
2010-10-24 12:44:00;2010-12-31;67;12776.19;142
2010-10-26 12:07:00;2010-12-31;65;205.82999999999996;13
2010-07-07 08:42:00;2010-12-31;176;191.86;3
2010-10-27 14:45:00;2010-12-31;64;245.15;7
2010-12-07 12:21:00;2010-12-31;23;4691.32;111
2010-09-02 14:46:00;2010-12-31;119;628.4400000000002;41
2010-02-24 12:06:00;2010-12-31;309;704.3999999999999;35
2010-07-14 14:07:00;2010-12-31;169;1223.2100000000003;32
2010-10-31 15:39:00;2010-12-31;60;2240.49;143
2010-12-13 10:24:00;2010-12-31;17;2108.8399999999992;47
2010-11-24 09:47:00;2010-12-31;36;3612.339999999996;233
2010-10-25 12:18:00;2010-12-31;66;4354.32;93
2010-12-06 10:18:00;2010-12-31;24;1651.8400000000008;68
2010-10-28 16:25:00;2010-12-31;63;375.3399999999999;23
2010-09-27 09:48:00;2010-12-31;94;1597.86;49
2010-10-14 14:14:00;2010-12-31;77;456.4;27
2010-12-20 13:10:00;2010-12-31;10;42182.85000000012;1333
2010-12-09 10:30:00;2010-12-31;21;8154.839999999998;165
2010-10-19 14:09:00;2010-12-31;72;1352.0400000000004;40
2010-10-05 08:10:00;2010-12-31;86;628.3000000000001;26
2010-10-28 15:37:00;2010-12-31;63;277.94;22
2010-11-25 10:20:00;2010-12-31;35;1341.5600000000002;71
2010-11-26 10:44:00;2010-12-31;34;1058.0800000000002;13
2010-12-01 11:41:00;2010-12-31;29;2616.32;164
2010-06-08 16:48:00;2010-12-31;205;1147.02;2
2010-12-16 13:05:00;2010-12-31;14;1576.03;78
2010-10-03 12:34:00;2010-12-31;88;492.1;22
2010-05-21 10:28:00;2010-12-31;223;206.19;11
2010-11-26 11:40:00;2010-12-31;34;1478.7000000000003;93
2010-10-05 08:00:00;2010-12-31;86;109.80000000000001;2
2010-05-24 13:56:00;2010-12-31;220;716.69;32
2010-10-13 16:31:00;2010-12-31;78;1370.3400000000004;31
2010-09-05 15:32:00;2010-12-31;116;158.02000000000004;9
2010-10-11 13:38:00;2010-12-31;80;494.8499999999999;26
2010-06-11 12:45:00;2010-12-31;202;868.96;50
2010-10-04 12:48:00;2010-12-31;87;687.3100000000002;56
2010-10-06 15:17:00;2010-12-31;85;474.1;13
2010-10-26 11:44:00;2010-12-31;65;701.61;41
2010-05-19 09:20:00;2010-12-31;225;245.47999999999993;18
2010-09-02 13:29:00;2010-12-31;119;757.1300000000001;49
2010-11-22 15:24:00;2010-12-31;38;1583.2799999999997;94
2010-09-27 16:01:00;2010-12-31;94;445.05;1
2010-11-29 15:53:00;2010-12-31;31;4591.729999999996;273
2010-03-26 09:10:00;2010-12-31;279;200.63;13
2010-11-23 15:24:00;2010-12-31;37;1077.2000000000003;37
2010-12-16 17:37:00;2010-12-31;14;2086.42;116
2010-06-21 10:32:00;2010-12-31;192;339.88;19
2010-10-07 08:50:00;2010-12-31;84;310.75;9
2010-10-15 15:52:00;2010-12-31;76;1692.35;103
2010-10-03 12:46:00;2010-12-31;88;249.88;12
2010-10-14 13:05:00;2010-12-31;77;1088.9100000000003;238
2010-12-16 17:51:00;2010-12-31;14;2799.42;186
2010-10-10 14:19:00;2010-12-31;81;1294.1700000000003;86
2010-11-24 12:01:00;2010-12-31;36;689.0999999999999;41
2010-10-25 14:46:00;2010-12-31;66;285.90000000000003;19
2010-12-09 12:16:00;2010-12-31;21;1014.4500000000005;71
2010-11-15 15:51:00;2010-12-31;45;400.0599999999999;25
2010-05-10 12:29:00;2010-12-31;234;214.71000000000004;14
2010-11-02 17:01:00;2010-12-31;58;227.47;8
2010-11-10 09:52:00;2010-12-31;50;634.6800000000002;51
2010-07-02 17:23:00;2010-12-31;181;136.0;1
2010-03-07 15:47:00;2010-12-31;298;469.1299999999998;26
