TIENDA_ID;DIA_ID;VISITAS;VENTAS;KEY_CONVERSION
Tienda 2;2019-04-25;750;198;Tienda 2_20190425
Tienda 2;2019-04-26;83;55;Tienda 2_20190426
Tienda 2;2019-04-27;41;24;Tienda 2_20190427
Tienda 2;2019-04-28;453;90;Tienda 2_20190428
Tienda 2;2019-04-29;474;177;Tienda 2_20190429
Tienda 2;2019-04-30;354;124;Tienda 2_20190430
Tienda 2;2019-05-01;173;67;Tienda 2_20190501
Tienda 2;2019-05-02;1095;221;Tienda 2_20190502
Tienda 2;2019-05-03;820;176;Tienda 2_20190503
Tienda 2;2019-05-04;1251;215;Tienda 2_20190504
Tienda 2;2019-05-05;84;47;Tienda 2_20190505
Tienda 2;2019-05-06;38;25;Tienda 2_20190506
Tienda 2;2019-05-07;477;112;Tienda 2_20190507
Tienda 2;2019-05-08;11;7;Tienda 2_20190508
Tienda 2;2019-05-09;831;148;Tienda 2_20190509
Tienda 2;2019-05-10;40;23;Tienda 2_20190510
Tienda 2;2019-05-11;180;133;Tienda 2_20190511
Tienda 2;2019-05-12;512;113;Tienda 2_20190512
Tienda 2;2019-05-13;224;95;Tienda 2_20190513
Tienda 2;2019-05-14;92;31;Tienda 2_20190514
Tienda 2;2019-05-15;73;21;Tienda 2_20190515
Tienda 2;2019-05-16;123;60;Tienda 2_20190516
Tienda 2;2019-05-17;175;93;Tienda 2_20190517
Tienda 2;2019-05-18;137;64;Tienda 2_20190518
Tienda 2;2019-05-19;310;133;Tienda 2_20190519
Tienda 2;2019-05-20;768;243;Tienda 2_20190520
Tienda 2;2019-05-21;467;221;Tienda 2_20190521
Tienda 2;2019-05-22;946;232;Tienda 2_20190522
Tienda 2;2019-05-23;30;15;Tienda 2_20190523
Tienda 2;2019-05-24;42;13;Tienda 2_20190524
Tienda 2;2019-05-25;48;13;Tienda 2_20190525
Tienda 2;2019-05-26;496;155;Tienda 2_20190526
Tienda 2;2019-05-27;253;103;Tienda 2_20190527
Tienda 2;2019-05-28;366;83;Tienda 2_20190528
Tienda 2;2019-05-29;736;156;Tienda 2_20190529
Tienda 2;2019-05-30;363;237;Tienda 2_20190530
Tienda 2;2019-05-31;169;44;Tienda 2_20190531
Tienda 2;2019-06-01;280;96;Tienda 2_20190601
Tienda 2;2019-06-02;584;166;Tienda 2_20190602
Tienda 2;2019-06-03;281;85;Tienda 2_20190603
Tienda 2;2019-06-04;21;11;Tienda 2_20190604
Tienda 2;2019-06-05;60;38;Tienda 2_20190605
Tienda 2;2019-06-06;325;111;Tienda 2_20190606
Tienda 2;2019-06-07;563;150;Tienda 2_20190607
Tienda 2;2019-06-08;264;151;Tienda 2_20190608
Tienda 2;2019-06-09;279;99;Tienda 2_20190609
Tienda 2;2019-06-10;425;189;Tienda 2_20190610
Tienda 2;2019-06-11;235;83;Tienda 2_20190611
Tienda 2;2019-06-12;232;51;Tienda 2_20190612
Tienda 2;2019-06-13;134;52;Tienda 2_20190613
Tienda 2;2019-06-14;137;124;Tienda 2_20190614
Tienda 2;2019-06-15;63;15;Tienda 2_20190615
Tienda 2;2019-06-16;469;179;Tienda 2_20190616
Tienda 2;2019-06-17;151;107;Tienda 2_20190617
Tienda 2;2019-06-18;347;123;Tienda 2_20190618
Tienda 2;2019-06-19;68;63;Tienda 2_20190619
Tienda 2;2019-06-20;116;53;Tienda 2_20190620
Tienda 2;2019-06-21;246;62;Tienda 2_20190621
Tienda 2;2019-06-22;68;40;Tienda 2_20190622
Tienda 2;2019-06-23;212;116;Tienda 2_20190623
Tienda 2;2019-06-24;452;90;Tienda 2_20190624
Tienda 2;2019-06-25;79;55;Tienda 2_20190625
Tienda 2;2019-06-26;274;157;Tienda 2_20190626
Tienda 2;2019-06-27;341;73;Tienda 2_20190627
Tienda 2;2019-06-28;388;165;Tienda 2_20190628
Tienda 2;2019-06-29;67;29;Tienda 2_20190629
Tienda 2;2019-06-30;129;64;Tienda 2_20190630
Tienda 2;2019-07-01;186;41;Tienda 2_20190701
Tienda 2;2019-07-02;914;172;Tienda 2_20190702
Tienda 2;2019-07-03;437;234;Tienda 2_20190703
Tienda 2;2019-07-04;109;41;Tienda 2_20190704
Tienda 2;2019-07-05;362;68;Tienda 2_20190705
Tienda 2;2019-07-06;172;74;Tienda 2_20190706
Tienda 2;2019-07-07;123;23;Tienda 2_20190707
Tienda 2;2019-07-08;118;80;Tienda 2_20190708
Tienda 2;2019-07-09;358;108;Tienda 2_20190709
Tienda 2;2019-07-10;260;74;Tienda 2_20190710
Tienda 2;2019-07-11;368;90;Tienda 2_20190711
Tienda 2;2019-07-12;135;59;Tienda 2_20190712
Tienda 2;2019-07-13;180;58;Tienda 2_20190713
Tienda 2;2019-07-14;333;81;Tienda 2_20190714
Tienda 2;2019-07-15;793;213;Tienda 2_20190715
Tienda 2;2019-07-16;287;101;Tienda 2_20190716
Tienda 2;2019-07-17;247;129;Tienda 2_20190717
Tienda 2;2019-07-18;363;84;Tienda 2_20190718
Tienda 2;2019-07-19;568;127;Tienda 2_20190719
Tienda 2;2019-07-20;193;169;Tienda 2_20190720
Tienda 2;2019-07-21;298;130;Tienda 2_20190721
Tienda 2;2019-07-22;447;135;Tienda 2_20190722
Tienda 2;2019-07-23;606;186;Tienda 2_20190723
Tienda 2;2019-07-24;250;69;Tienda 2_20190724
Tienda 2;2019-07-25;171;146;Tienda 2_20190725
Tienda 2;2019-07-26;225;99;Tienda 2_20190726
Tienda 2;2019-07-27;224;158;Tienda 2_20190727
Tienda 2;2019-07-28;271;86;Tienda 2_20190728
Tienda 2;2019-07-29;849;257;Tienda 2_20190729
Tienda 2;2019-07-30;588;109;Tienda 2_20190730
Tienda 2;2019-07-31;391;145;Tienda 2_20190731
Tienda 2;2019-08-01;249;90;Tienda 2_20190801
Tienda 2;2019-08-02;616;145;Tienda 2_20190802
Tienda 2;2019-08-03;67;23;Tienda 2_20190803
Tienda 2;2019-08-04;413;108;Tienda 2_20190804
Tienda 2;2019-08-05;363;166;Tienda 2_20190805
Tienda 2;2019-08-06;576;116;Tienda 2_20190806
Tienda 2;2019-08-07;527;185;Tienda 2_20190807
Tienda 2;2019-08-08;134;50;Tienda 2_20190808
Tienda 2;2019-08-09;214;115;Tienda 2_20190809
Tienda 2;2019-08-10;415;91;Tienda 2_20190810
Tienda 2;2019-08-11;180;108;Tienda 2_20190811
Tienda 2;2019-08-12;111;36;Tienda 2_20190812
Tienda 2;2019-08-13;18;5;Tienda 2_20190813
Tienda 2;2019-08-14;227;61;Tienda 2_20190814
Tienda 2;2019-08-15;179;67;Tienda 2_20190815
Tienda 2;2019-08-16;414;230;Tienda 2_20190816
Tienda 2;2019-08-17;113;57;Tienda 2_20190817
Tienda 2;2019-08-18;526;146;Tienda 2_20190818
Tienda 2;2019-08-19;356;112;Tienda 2_20190819
Tienda 2;2019-08-20;168;33;Tienda 2_20190820
Tienda 2;2019-08-21;31;10;Tienda 2_20190821
Tienda 2;2019-08-22;404;127;Tienda 2_20190822
Tienda 2;2019-08-23;150;61;Tienda 2_20190823
Tienda 2;2019-08-24;739;141;Tienda 2_20190824
Tienda 2;2019-08-25;581;121;Tienda 2_20190825
Tienda 2;2019-08-26;133;64;Tienda 2_20190826
Tienda 2;2019-08-27;385;178;Tienda 2_20190827
Tienda 2;2019-08-28;814;187;Tienda 2_20190828
Tienda 2;2019-08-29;174;52;Tienda 2_20190829
Tienda 2;2019-08-30;840;250;Tienda 2_20190830
Tienda 2;2019-08-31;225;106;Tienda 2_20190831
Tienda 2;2019-09-01;299;112;Tienda 2_20190901
Tienda 2;2019-09-02;84;32;Tienda 2_20190902
Tienda 2;2019-09-03;214;48;Tienda 2_20190903
Tienda 2;2019-09-04;549;253;Tienda 2_20190904
Tienda 2;2019-09-05;37;16;Tienda 2_20190905
Tienda 2;2019-09-06;722;197;Tienda 2_20190906
Tienda 2;2019-09-07;277;94;Tienda 2_20190907
Tienda 2;2019-09-08;259;118;Tienda 2_20190908
Tienda 2;2019-09-09;158;41;Tienda 2_20190909
Tienda 2;2019-09-10;621;230;Tienda 2_20190910
Tienda 2;2019-09-11;49;15;Tienda 2_20190911
Tienda 2;2019-09-12;913;189;Tienda 2_20190912
Tienda 2;2019-09-13;413;82;Tienda 2_20190913
Tienda 2;2019-09-14;203;81;Tienda 2_20190914
Tienda 2;2019-09-15;419;155;Tienda 2_20190915
Tienda 2;2019-09-16;311;75;Tienda 2_20190916
Tienda 2;2019-09-17;157;40;Tienda 2_20190917
Tienda 2;2019-09-18;130;46;Tienda 2_20190918
Tienda 2;2019-09-19;481;86;Tienda 2_20190919
Tienda 2;2019-09-20;476;191;Tienda 2_20190920
Tienda 2;2019-09-21;719;186;Tienda 2_20190921
Tienda 2;2019-09-22;105;46;Tienda 2_20190922
Tienda 2;2019-09-23;37;14;Tienda 2_20190923
Tienda 2;2019-09-24;147;51;Tienda 2_20190924
Tienda 2;2019-09-25;284;65;Tienda 2_20190925
Tienda 2;2019-09-26;262;94;Tienda 2_20190926
Tienda 2;2019-09-27;236;111;Tienda 2_20190927
Tienda 2;2019-09-28;401;137;Tienda 2_20190928
Tienda 2;2019-09-29;802;204;Tienda 2_20190929
Tienda 2;2019-09-30;767;218;Tienda 2_20190930
Tienda 2;2019-10-01;48;16;Tienda 2_20191001
Tienda 2;2019-10-02;571;215;Tienda 2_20191002
Tienda 2;2019-10-03;79;33;Tienda 2_20191003
Tienda 2;2019-10-04;221;73;Tienda 2_20191004
Tienda 2;2019-10-05;505;139;Tienda 2_20191005
Tienda 2;2019-10-06;325;100;Tienda 2_20191006
Tienda 2;2019-10-07;82;38;Tienda 2_20191007
Tienda 2;2019-10-08;74;58;Tienda 2_20191008
Tienda 2;2019-10-09;414;242;Tienda 2_20191009
Tienda 2;2019-10-10;340;129;Tienda 2_20191010
Tienda 2;2019-10-11;1009;241;Tienda 2_20191011
Tienda 2;2019-10-12;627;121;Tienda 2_20191012
Tienda 2;2019-10-13;201;100;Tienda 2_20191013
Tienda 2;2019-10-14;54;12;Tienda 2_20191014
Tienda 2;2019-10-15;165;77;Tienda 2_20191015
Tienda 2;2019-10-16;322;73;Tienda 2_20191016
Tienda 2;2019-10-17;420;171;Tienda 2_20191017
Tienda 2;2019-10-18;446;101;Tienda 2_20191018
Tienda 2;2019-10-19;442;90;Tienda 2_20191019
Tienda 2;2019-10-20;199;154;Tienda 2_20191020
Tienda 2;2019-10-21;948;181;Tienda 2_20191021
Tienda 2;2019-10-22;204;41;Tienda 2_20191022
Tienda 2;2019-10-23;271;94;Tienda 2_20191023
Tienda 2;2019-10-24;393;114;Tienda 2_20191024
Tienda 2;2019-10-25;158;65;Tienda 2_20191025
Tienda 2;2019-10-26;163;116;Tienda 2_20191026
Tienda 2;2019-10-27;630;126;Tienda 2_20191027
Tienda 2;2019-10-28;238;56;Tienda 2_20191028
Tienda 2;2019-10-29;127;74;Tienda 2_20191029
Tienda 2;2019-10-30;341;200;Tienda 2_20191030
Tienda 2;2019-10-31;171;35;Tienda 2_20191031
Tienda 2;2019-11-01;333;86;Tienda 2_20191101
Tienda 2;2019-11-02;49;25;Tienda 2_20191102
Tienda 2;2019-11-03;316;62;Tienda 2_20191103
Tienda 2;2019-11-04;965;225;Tienda 2_20191104
Tienda 2;2019-11-05;40;15;Tienda 2_20191105
Tienda 2;2019-11-06;262;134;Tienda 2_20191106
Tienda 2;2019-11-07;477;101;Tienda 2_20191107
Tienda 2;2019-11-08;152;79;Tienda 2_20191108
Tienda 2;2019-11-09;367;163;Tienda 2_20191109
Tienda 2;2019-11-10;165;43;Tienda 2_20191110
Tienda 2;2019-11-11;790;165;Tienda 2_20191111
Tienda 2;2019-11-12;518;133;Tienda 2_20191112
Tienda 2;2019-11-13;126;49;Tienda 2_20191113
Tienda 2;2019-11-14;333;94;Tienda 2_20191114
Tienda 2;2019-11-15;333;174;Tienda 2_20191115
Tienda 2;2019-11-16;147;95;Tienda 2_20191116
Tienda 2;2019-11-17;367;95;Tienda 2_20191117
Tienda 2;2019-11-18;378;160;Tienda 2_20191118
Tienda 2;2019-11-19;423;148;Tienda 2_20191119
Tienda 2;2019-11-20;450;167;Tienda 2_20191120
Tienda 2;2019-11-21;500;148;Tienda 2_20191121
Tienda 2;2019-11-22;103;34;Tienda 2_20191122
Tienda 2;2019-11-23;286;94;Tienda 2_20191123
Tienda 2;2019-11-24;526;169;Tienda 2_20191124
Tienda 2;2019-11-25;229;55;Tienda 2_20191125
Tienda 2;2019-11-26;157;56;Tienda 2_20191126
Tienda 2;2019-11-27;200;79;Tienda 2_20191127
Tienda 2;2019-11-28;428;111;Tienda 2_20191128
Tienda 2;2019-11-29;649;207;Tienda 2_20191129
Tienda 2;2019-11-30;609;201;Tienda 2_20191130
Tienda 2;2019-12-01;747;163;Tienda 2_20191201
Tienda 2;2019-12-02;92;24;Tienda 2_20191202
Tienda 2;2019-12-03;152;132;Tienda 2_20191203
Tienda 2;2019-12-04;393;202;Tienda 2_20191204
Tienda 2;2019-12-05;142;57;Tienda 2_20191205
Tienda 2;2019-12-06;426;188;Tienda 2_20191206
Tienda 2;2019-12-07;597;189;Tienda 2_20191207
Tienda 2;2019-12-08;472;165;Tienda 2_20191208
Tienda 2;2019-12-09;315;77;Tienda 2_20191209
Tienda 2;2019-12-10;454;122;Tienda 2_20191210
Tienda 2;2019-12-11;392;244;Tienda 2_20191211
Tienda 2;2019-12-12;403;160;Tienda 2_20191212
Tienda 2;2019-12-13;512;125;Tienda 2_20191213
Tienda 2;2019-12-14;744;224;Tienda 2_20191214
Tienda 2;2019-12-15;232;77;Tienda 2_20191215
Tienda 2;2019-12-16;88;35;Tienda 2_20191216
Tienda 2;2019-12-17;979;216;Tienda 2_20191217
Tienda 2;2019-12-18;221;81;Tienda 2_20191218
Tienda 2;2019-12-19;191;43;Tienda 2_20191219
Tienda 2;2019-12-20;370;118;Tienda 2_20191220
Tienda 2;2019-12-21;433;264;Tienda 2_20191221
Tienda 2;2019-12-22;598;142;Tienda 2_20191222
Tienda 2;2019-12-23;119;57;Tienda 2_20191223
Tienda 2;2019-12-24;388;116;Tienda 2_20191224
Tienda 2;2019-12-25;905;245;Tienda 2_20191225
Tienda 2;2019-12-26;256;52;Tienda 2_20191226
Tienda 2;2019-12-27;58;24;Tienda 2_20191227
Tienda 2;2019-12-28;61;33;Tienda 2_20191228
Tienda 2;2019-12-29;201;133;Tienda 2_20191229
Tienda 2;2019-12-30;95;31;Tienda 2_20191230
Tienda 2;2019-12-31;197;74;Tienda 2_20191231
Tienda 3;2019-01-01;64;35;Tienda 3_20190101
Tienda 3;2019-01-02;85;46;Tienda 3_20190102
Tienda 3;2019-01-03;163;86;Tienda 3_20190103
Tienda 3;2019-01-04;44;35;Tienda 3_20190104
Tienda 3;2019-01-05;152;124;Tienda 3_20190105
Tienda 3;2019-01-06;129;98;Tienda 3_20190106
Tienda 3;2019-01-07;17;12;Tienda 3_20190107
Tienda 3;2019-01-08;198;130;Tienda 3_20190108
Tienda 3;2019-01-09;94;82;Tienda 3_20190109
Tienda 3;2019-01-10;38;38;Tienda 3_20190110
Tienda 3;2019-01-11;43;40;Tienda 3_20190111
Tienda 3;2019-01-12;230;129;Tienda 3_20190112
Tienda 3;2019-01-13;107;79;Tienda 3_20190113
Tienda 3;2019-01-14;105;92;Tienda 3_20190114
Tienda 3;2019-01-15;66;54;Tienda 3_20190115
Tienda 3;2019-01-16;61;47;Tienda 3_20190116
Tienda 3;2019-01-17;17;16;Tienda 3_20190117
Tienda 3;2019-01-18;120;90;Tienda 3_20190118
Tienda 3;2019-01-19;132;100;Tienda 3_20190119
Tienda 3;2019-01-20;122;91;Tienda 3_20190120
Tienda 3;2019-01-21;18;14;Tienda 3_20190121
Tienda 3;2019-01-22;42;35;Tienda 3_20190122
Tienda 3;2019-01-23;41;40;Tienda 3_20190123
Tienda 3;2019-01-24;64;40;Tienda 3_20190124
Tienda 3;2019-01-25;47;41;Tienda 3_20190125
Tienda 3;2019-01-26;42;35;Tienda 3_20190126
Tienda 3;2019-01-27;46;42;Tienda 3_20190127
Tienda 3;2019-01-28;49;46;Tienda 3_20190128
Tienda 3;2019-01-29;27;26;Tienda 3_20190129
Tienda 3;2019-01-30;35;28;Tienda 3_20190130
Tienda 3;2019-01-31;62;36;Tienda 3_20190131
Tienda 3;2019-02-01;40;37;Tienda 3_20190201
Tienda 3;2019-02-02;128;112;Tienda 3_20190202
Tienda 3;2019-02-03;56;37;Tienda 3_20190203
Tienda 3;2019-02-04;74;61;Tienda 3_20190204
Tienda 3;2019-02-05;163;88;Tienda 3_20190205
Tienda 3;2019-02-06;44;35;Tienda 3_20190206
Tienda 3;2019-02-07;35;30;Tienda 3_20190207
Tienda 3;2019-02-08;77;54;Tienda 3_20190208
Tienda 3;2019-02-09;85;85;Tienda 3_20190209
Tienda 3;2019-02-10;114;101;Tienda 3_20190210
Tienda 3;2019-02-11;45;35;Tienda 3_20190211
Tienda 3;2019-02-12;59;50;Tienda 3_20190212
Tienda 3;2019-02-13;81;56;Tienda 3_20190213
Tienda 3;2019-02-14;56;48;Tienda 3_20190214
Tienda 3;2019-02-15;80;79;Tienda 3_20190215
Tienda 3;2019-02-16;119;82;Tienda 3_20190216
Tienda 3;2019-02-17;96;62;Tienda 3_20190217
Tienda 3;2019-02-18;22;18;Tienda 3_20190218
Tienda 3;2019-02-19;112;90;Tienda 3_20190219
Tienda 3;2019-02-20;185;131;Tienda 3_20190220
Tienda 3;2019-02-21;41;23;Tienda 3_20190221
Tienda 3;2019-02-22;47;35;Tienda 3_20190222
Tienda 3;2019-02-23;49;42;Tienda 3_20190223
Tienda 3;2019-02-24;87;60;Tienda 3_20190224
Tienda 3;2019-02-25;139;107;Tienda 3_20190225
Tienda 3;2019-02-26;62;61;Tienda 3_20190226
Tienda 3;2019-02-27;113;87;Tienda 3_20190227
Tienda 3;2019-02-28;77;46;Tienda 3_20190228
Tienda 3;2019-03-01;81;69;Tienda 3_20190301
Tienda 3;2019-03-02;103;80;Tienda 3_20190302
Tienda 3;2019-03-03;45;26;Tienda 3_20190303
Tienda 3;2019-03-04;152;115;Tienda 3_20190304
Tienda 3;2019-03-05;71;59;Tienda 3_20190305
Tienda 3;2019-03-06;51;43;Tienda 3_20190306
Tienda 3;2019-03-07;57;37;Tienda 3_20190307
Tienda 3;2019-03-08;54;48;Tienda 3_20190308
Tienda 3;2019-03-09;93;77;Tienda 3_20190309
Tienda 3;2019-03-10;113;87;Tienda 3_20190310
Tienda 3;2019-03-11;60;54;Tienda 3_20190311
Tienda 3;2019-03-12;56;50;Tienda 3_20190312
Tienda 3;2019-03-13;68;42;Tienda 3_20190313
Tienda 3;2019-03-14;113;64;Tienda 3_20190314
Tienda 3;2019-03-15;16;14;Tienda 3_20190315
Tienda 3;2019-03-16;50;46;Tienda 3_20190316
Tienda 3;2019-03-17;20;20;Tienda 3_20190317
Tienda 3;2019-03-18;112;98;Tienda 3_20190318
Tienda 3;2019-03-19;111;100;Tienda 3_20190319
Tienda 3;2019-03-20;105;56;Tienda 3_20190320
Tienda 3;2019-03-21;157;102;Tienda 3_20190321
Tienda 3;2019-03-22;88;81;Tienda 3_20190322
Tienda 3;2019-03-23;161;138;Tienda 3_20190323
Tienda 3;2019-03-24;115;99;Tienda 3_20190324
Tienda 3;2019-03-25;203;123;Tienda 3_20190325
Tienda 3;2019-03-26;122;66;Tienda 3_20190326
Tienda 3;2019-03-27;149;105;Tienda 3_20190327
Tienda 3;2019-03-28;66;52;Tienda 3_20190328
Tienda 3;2019-03-29;101;78;Tienda 3_20190329
Tienda 3;2019-03-30;92;69;Tienda 3_20190330
Tienda 3;2019-03-31;6;5;Tienda 3_20190331
Tienda 3;2019-04-01;54;42;Tienda 3_20190401
Tienda 3;2019-04-02;19;19;Tienda 3_20190402
Tienda 3;2019-04-03;178;127;Tienda 3_20190403
Tienda 3;2019-04-04;47;35;Tienda 3_20190404
Tienda 3;2019-04-05;47;40;Tienda 3_20190405
Tienda 3;2019-04-06;26;22;Tienda 3_20190406
Tienda 3;2019-04-07;141;139;Tienda 3_20190407
Tienda 3;2019-04-08;49;41;Tienda 3_20190408
Tienda 3;2019-04-09;55;51;Tienda 3_20190409
Tienda 3;2019-04-10;92;79;Tienda 3_20190410
Tienda 3;2019-04-11;152;118;Tienda 3_20190411
Tienda 3;2019-04-12;61;54;Tienda 3_20190412
Tienda 3;2019-04-13;74;61;Tienda 3_20190413
Tienda 3;2019-04-14;120;79;Tienda 3_20190414
Tienda 3;2019-04-15;131;78;Tienda 3_20190415
Tienda 3;2019-04-16;34;23;Tienda 3_20190416
Tienda 3;2019-04-17;122;107;Tienda 3_20190417
Tienda 3;2019-04-18;112;95;Tienda 3_20190418
Tienda 3;2019-04-19;99;79;Tienda 3_20190419
Tienda 3;2019-04-20;85;57;Tienda 3_20190420
Tienda 3;2019-04-21;147;135;Tienda 3_20190421
Tienda 3;2019-04-22;103;86;Tienda 3_20190422
Tienda 3;2019-04-23;118;88;Tienda 3_20190423
Tienda 3;2019-04-24;22;21;Tienda 3_20190424
Tienda 3;2019-04-25;137;97;Tienda 3_20190425
Tienda 3;2019-04-26;56;33;Tienda 3_20190426
Tienda 3;2019-04-27;41;31;Tienda 3_20190427
Tienda 3;2019-04-28;28;26;Tienda 3_20190428
Tienda 3;2019-04-29;184;121;Tienda 3_20190429
Tienda 3;2019-04-30;90;65;Tienda 3_20190430
Tienda 3;2019-05-01;65;42;Tienda 3_20190501
Tienda 3;2019-05-02;75;52;Tienda 3_20190502
Tienda 3;2019-05-03;76;70;Tienda 3_20190503
Tienda 3;2019-05-04;51;41;Tienda 3_20190504
Tienda 3;2019-05-05;20;15;Tienda 3_20190505
Tienda 3;2019-05-06;105;79;Tienda 3_20190506
Tienda 3;2019-05-07;125;90;Tienda 3_20190507
Tienda 3;2019-05-08;67;58;Tienda 3_20190508
Tienda 3;2019-05-09;117;87;Tienda 3_20190509
Tienda 3;2019-05-10;85;73;Tienda 3_20190510
Tienda 3;2019-05-11;54;51;Tienda 3_20190511
Tienda 3;2019-05-12;26;18;Tienda 3_20190512
Tienda 3;2019-05-13;39;35;Tienda 3_20190513
Tienda 3;2019-05-14;56;51;Tienda 3_20190514
Tienda 3;2019-05-15;145;106;Tienda 3_20190515
Tienda 3;2019-05-16;158;114;Tienda 3_20190516
Tienda 3;2019-05-17;132;114;Tienda 3_20190517
Tienda 3;2019-05-18;86;75;Tienda 3_20190518
Tienda 3;2019-05-19;107;98;Tienda 3_20190519
Tienda 3;2019-05-20;55;40;Tienda 3_20190520
Tienda 3;2019-05-21;20;13;Tienda 3_20190521
Tienda 3;2019-05-22;89;65;Tienda 3_20190522
Tienda 3;2019-05-23;64;55;Tienda 3_20190523
Tienda 3;2019-05-24;72;48;Tienda 3_20190524
Tienda 3;2019-05-25;119;83;Tienda 3_20190525
Tienda 3;2019-05-26;77;72;Tienda 3_20190526
Tienda 3;2019-05-27;56;53;Tienda 3_20190527
Tienda 3;2019-05-28;46;37;Tienda 3_20190528
Tienda 3;2019-05-29;77;75;Tienda 3_20190529
Tienda 3;2019-05-30;40;26;Tienda 3_20190530
Tienda 3;2019-05-31;59;49;Tienda 3_20190531
Tienda 3;2019-06-01;138;87;Tienda 3_20190601
Tienda 3;2019-06-02;78;53;Tienda 3_20190602
Tienda 3;2019-06-03;52;33;Tienda 3_20190603
Tienda 3;2019-06-04;43;30;Tienda 3_20190604
Tienda 3;2019-06-05;48;46;Tienda 3_20190605
Tienda 3;2019-06-06;63;34;Tienda 3_20190606
Tienda 3;2019-06-07;192;122;Tienda 3_20190607
Tienda 3;2019-06-08;214;119;Tienda 3_20190608
Tienda 3;2019-06-09;71;54;Tienda 3_20190609
Tienda 3;2019-06-10;62;32;Tienda 3_20190610
Tienda 3;2019-06-11;25;24;Tienda 3_20190611
Tienda 3;2019-06-12;179;132;Tienda 3_20190612
Tienda 3;2019-06-13;109;106;Tienda 3_20190613
Tienda 3;2019-06-14;67;52;Tienda 3_20190614
Tienda 3;2019-06-15;61;50;Tienda 3_20190615
Tienda 3;2019-06-16;54;51;Tienda 3_20190616
Tienda 3;2019-06-17;116;76;Tienda 3_20190617
Tienda 3;2019-06-18;91;73;Tienda 3_20190618
Tienda 3;2019-06-19;29;20;Tienda 3_20190619
Tienda 3;2019-06-20;61;53;Tienda 3_20190620
Tienda 3;2019-06-21;26;24;Tienda 3_20190621
Tienda 3;2019-06-22;94;69;Tienda 3_20190622
Tienda 3;2019-06-23;12;7;Tienda 3_20190623
Tienda 3;2019-06-24;78;41;Tienda 3_20190624
Tienda 3;2019-06-25;68;49;Tienda 3_20190625
Tienda 3;2019-06-26;99;89;Tienda 3_20190626
Tienda 3;2019-06-27;49;47;Tienda 3_20190627
Tienda 3;2019-06-28;31;24;Tienda 3_20190628
Tienda 3;2019-06-29;91;64;Tienda 3_20190629
Tienda 3;2019-06-30;36;33;Tienda 3_20190630
Tienda 3;2019-07-01;43;41;Tienda 3_20190701
Tienda 3;2019-07-02;52;36;Tienda 3_20190702
Tienda 3;2019-07-03;97;92;Tienda 3_20190703
Tienda 3;2019-07-04;75;52;Tienda 3_20190704
Tienda 3;2019-07-05;21;14;Tienda 3_20190705
Tienda 3;2019-07-06;101;72;Tienda 3_20190706
Tienda 3;2019-07-07;120;102;Tienda 3_20190707
Tienda 3;2019-07-08;46;42;Tienda 3_20190708
Tienda 3;2019-07-09;78;68;Tienda 3_20190709
Tienda 3;2019-07-10;140;90;Tienda 3_20190710
Tienda 3;2019-07-11;23;20;Tienda 3_20190711
Tienda 3;2019-07-12;13;9;Tienda 3_20190712
Tienda 3;2019-07-13;51;34;Tienda 3_20190713
Tienda 3;2019-07-14;61;53;Tienda 3_20190714
Tienda 3;2019-07-15;19;19;Tienda 3_20190715
Tienda 3;2019-07-16;108;99;Tienda 3_20190716
Tienda 3;2019-07-17;75;63;Tienda 3_20190717
Tienda 3;2019-07-18;83;63;Tienda 3_20190718
Tienda 3;2019-07-19;103;79;Tienda 3_20190719
Tienda 3;2019-07-20;87;85;Tienda 3_20190720
Tienda 3;2019-07-21;135;84;Tienda 3_20190721
Tienda 3;2019-07-22;27;26;Tienda 3_20190722
Tienda 3;2019-07-23;24;18;Tienda 3_20190723
Tienda 3;2019-07-24;63;58;Tienda 3_20190724
Tienda 3;2019-07-25;11;11;Tienda 3_20190725
Tienda 3;2019-07-26;60;48;Tienda 3_20190726
Tienda 3;2019-07-27;46;40;Tienda 3_20190727
Tienda 3;2019-07-28;72;69;Tienda 3_20190728
Tienda 3;2019-07-29;112;111;Tienda 3_20190729
Tienda 3;2019-07-30;12;9;Tienda 3_20190730
Tienda 3;2019-07-31;135;112;Tienda 3_20190731
Tienda 3;2019-08-01;23;16;Tienda 3_20190801
Tienda 3;2019-08-02;70;55;Tienda 3_20190802
Tienda 3;2019-08-03;67;49;Tienda 3_20190803
Tienda 3;2019-08-04;81;56;Tienda 3_20190804
Tienda 3;2019-08-05;84;63;Tienda 3_20190805
Tienda 3;2019-08-06;43;35;Tienda 3_20190806
Tienda 3;2019-08-07;25;24;Tienda 3_20190807
Tienda 3;2019-08-08;34;29;Tienda 3_20190808
Tienda 3;2019-08-09;20;19;Tienda 3_20190809
Tienda 3;2019-08-10;116;96;Tienda 3_20190810
Tienda 3;2019-08-11;86;67;Tienda 3_20190811
Tienda 3;2019-08-12;73;68;Tienda 3_20190812
Tienda 3;2019-08-13;100;63;Tienda 3_20190813
Tienda 3;2019-08-14;90;70;Tienda 3_20190814
Tienda 3;2019-08-15;44;42;Tienda 3_20190815
Tienda 3;2019-08-16;92;71;Tienda 3_20190816
Tienda 3;2019-08-17;73;48;Tienda 3_20190817
Tienda 3;2019-08-18;152;117;Tienda 3_20190818
