CLIENTE_ID;EDAD;SEXO;PROVINCIA_ID;RANGO_EDAD;KEY_POBLACION
Cliente 8049;57;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 8050;67;HOMBRE;27;65_69;HOMBRE_27_65_69
Cliente 8051;39;MUJER;15;35_39;MUJER_15_35_39
Cliente 8052;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 8053;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8054;24;MUJER;27;20_24;MUJER_27_20_24
Cliente 8055;19;HOMBRE;27;15_19;HOMBRE_27_15_19
Cliente 8056;35;MUJER;15;35_39;MUJER_15_35_39
Cliente 8057;26;MUJER;36;25_29;MUJER_36_25_29
Cliente 8058;34;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8059;46;MUJER;15;45_49;MUJER_15_45_49
Cliente 8060;22;MUJER;15;20_24;MUJER_15_20_24
Cliente 8061;58;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 8062;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8063;27;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 8064;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8065;23;MUJER;36;20_24;MUJER_36_20_24
Cliente 8066;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8067;33;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8068;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8069;48;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8070;37;MUJER;36;35_39;MUJER_36_35_39
Cliente 8071;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8072;62;MUJER;15;60_64;MUJER_15_60_64
Cliente 8073;62;HOMBRE;36;60_64;HOMBRE_36_60_64
Cliente 8074;62;HOMBRE;36;60_64;HOMBRE_36_60_64
Cliente 8075;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8076;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8077;44;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8078;23;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 8079;20;MUJER;27;20_24;MUJER_27_20_24
Cliente 8080;38;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 8081;38;MUJER;15;35_39;MUJER_15_35_39
Cliente 8082;42;MUJER;36;40_44;MUJER_36_40_44
Cliente 8083;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8084;30;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 8085;33;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 8086;22;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 8087;20;MUJER;36;20_24;MUJER_36_20_24
Cliente 8088;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8089;21;MUJER;15;20_24;MUJER_15_20_24
Cliente 8090;42;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8091;39;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8092;35;MUJER;36;35_39;MUJER_36_35_39
Cliente 8093;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 8094;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8095;38;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 8096;37;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8097;34;MUJER;36;30_34;MUJER_36_30_34
Cliente 8098;28;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 8099;43;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8100;45;MUJER;36;45_49;MUJER_36_45_49
Cliente 8101;43;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8102;19;HOMBRE;15;15_19;HOMBRE_15_15_19
Cliente 8103;22;MUJER;15;20_24;MUJER_15_20_24
Cliente 8104;27;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 8105;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8106;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8107;55;MUJER;27;55_59;MUJER_27_55_59
Cliente 8108;41;MUJER;15;40_44;MUJER_15_40_44
Cliente 8109;57;HOMBRE;27;55_59;HOMBRE_27_55_59
Cliente 8110;51;MUJER;32;50_54;MUJER_32_50_54
Cliente 8111;54;HOMBRE;32;50_54;HOMBRE_32_50_54
Cliente 8112;43;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8113;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8114;34;MUJER;15;30_34;MUJER_15_30_34
Cliente 8115;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8116;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8117;54;MUJER;15;50_54;MUJER_15_50_54
Cliente 8118;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 8119;34;MUJER;27;30_34;MUJER_27_30_34
Cliente 8120;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8121;35;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 8122;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8123;36;MUJER;15;35_39;MUJER_15_35_39
Cliente 8124;19;HOMBRE;36;15_19;HOMBRE_36_15_19
Cliente 8125;48;MUJER;32;45_49;MUJER_32_45_49
Cliente 8126;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8127;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8128;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8129;44;MUJER;15;40_44;MUJER_15_40_44
Cliente 8130;48;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 8131;47;HOMBRE;32;45_49;HOMBRE_32_45_49
Cliente 8132;55;MUJER;32;55_59;MUJER_32_55_59
Cliente 8133;38;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8134;47;MUJER;32;45_49;MUJER_32_45_49
Cliente 8135;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8136;41;MUJER;27;40_44;MUJER_27_40_44
Cliente 8137;54;MUJER;15;50_54;MUJER_15_50_54
Cliente 8138;36;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 8139;34;MUJER;32;30_34;MUJER_32_30_34
Cliente 8140;51;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8141;45;MUJER;15;45_49;MUJER_15_45_49
Cliente 8142;63;HOMBRE;36;60_64;HOMBRE_36_60_64
Cliente 8143;48;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 8144;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8145;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8146;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8147;44;MUJER;15;40_44;MUJER_15_40_44
Cliente 8148;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8149;25;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 8150;58;HOMBRE;27;55_59;HOMBRE_27_55_59
Cliente 8151;22;MUJER;15;20_24;MUJER_15_20_24
Cliente 8152;41;MUJER;36;40_44;MUJER_36_40_44
Cliente 8153;40;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8154;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8155;50;HOMBRE;27;50_54;HOMBRE_27_50_54
Cliente 8156;47;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 8157;45;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 8158;26;MUJER;15;25_29;MUJER_15_25_29
Cliente 8159;50;MUJER;36;50_54;MUJER_36_50_54
Cliente 8160;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8161;31;MUJER;15;30_34;MUJER_15_30_34
Cliente 8162;42;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 8163;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8164;36;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8165;21;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8166;49;MUJER;36;45_49;MUJER_36_45_49
Cliente 8167;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8168;51;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8169;55;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 8170;36;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8171;46;HOMBRE;32;45_49;HOMBRE_32_45_49
Cliente 8172;33;MUJER;27;30_34;MUJER_27_30_34
Cliente 8173;25;MUJER;32;25_29;MUJER_32_25_29
Cliente 8174;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8175;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8176;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8177;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8178;47;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 8179;26;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 8180;49;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8181;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8182;54;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8183;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 8184;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8185;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 8186;18;HOMBRE;32;15_19;HOMBRE_32_15_19
Cliente 8187;19;HOMBRE;27;15_19;HOMBRE_27_15_19
Cliente 8188;45;MUJER;27;45_49;MUJER_27_45_49
Cliente 8189;42;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8190;35;MUJER;15;35_39;MUJER_15_35_39
Cliente 8191;43;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8192;44;MUJER;15;40_44;MUJER_15_40_44
Cliente 8193;30;MUJER;15;30_34;MUJER_15_30_34
Cliente 8194;43;MUJER;32;40_44;MUJER_32_40_44
Cliente 8195;35;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8196;63;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 8197;37;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8198;22;MUJER;15;20_24;MUJER_15_20_24
Cliente 8199;59;MUJER;15;55_59;MUJER_15_55_59
Cliente 8200;34;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8201;21;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8202;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8203;51;MUJER;15;50_54;MUJER_15_50_54
Cliente 8204;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8205;56;HOMBRE;27;55_59;HOMBRE_27_55_59
Cliente 8206;38;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8207;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8208;58;MUJER;27;55_59;MUJER_27_55_59
Cliente 8209;43;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 8210;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8211;36;MUJER;32;35_39;MUJER_32_35_39
Cliente 8212;54;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8213;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8214;29;MUJER;36;25_29;MUJER_36_25_29
Cliente 8215;37;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 8216;56;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 8217;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8218;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8219;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8220;23;MUJER;15;20_24;MUJER_15_20_24
Cliente 8221;24;MUJER;32;20_24;MUJER_32_20_24
Cliente 8222;19;HOMBRE;15;15_19;HOMBRE_15_15_19
Cliente 8223;45;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 8224;25;MUJER;27;25_29;MUJER_27_25_29
Cliente 8225;54;MUJER;32;50_54;MUJER_32_50_54
Cliente 8226;34;MUJER;36;30_34;MUJER_36_30_34
Cliente 8227;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8228;47;MUJER;36;45_49;MUJER_36_45_49
Cliente 8229;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8230;24;MUJER;27;20_24;MUJER_27_20_24
Cliente 8231;24;MUJER;27;20_24;MUJER_27_20_24
Cliente 8232;41;MUJER;36;40_44;MUJER_36_40_44
Cliente 8233;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8234;33;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8235;53;HOMBRE;32;50_54;HOMBRE_32_50_54
Cliente 8236;22;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8237;37;MUJER;27;35_39;MUJER_27_35_39
Cliente 8238;23;MUJER;36;20_24;MUJER_36_20_24
Cliente 8239;50;MUJER;15;50_54;MUJER_15_50_54
Cliente 8240;30;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8241;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8242;54;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8243;40;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 8244;35;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8245;50;MUJER;36;50_54;MUJER_36_50_54
Cliente 8246;21;MUJER;36;20_24;MUJER_36_20_24
Cliente 8247;27;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8248;43;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 8249;41;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8250;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8251;41;MUJER;15;40_44;MUJER_15_40_44
Cliente 8252;42;MUJER;36;40_44;MUJER_36_40_44
Cliente 8253;58;MUJER;27;55_59;MUJER_27_55_59
Cliente 8254;44;MUJER;27;40_44;MUJER_27_40_44
Cliente 8255;48;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8256;26;MUJER;36;25_29;MUJER_36_25_29
Cliente 8257;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8258;59;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 8259;26;MUJER;15;25_29;MUJER_15_25_29
Cliente 8260;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8261;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8262;37;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8263;32;MUJER;15;30_34;MUJER_15_30_34
Cliente 8264;66;MUJER;36;65_69;MUJER_36_65_69
Cliente 8265;20;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8266;36;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 8267;63;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 8268;38;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8269;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8270;29;MUJER;27;25_29;MUJER_27_25_29
Cliente 8271;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8272;22;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8273;64;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 8274;41;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8275;25;MUJER;36;25_29;MUJER_36_25_29
Cliente 8276;57;MUJER;15;55_59;MUJER_15_55_59
Cliente 8277;32;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 8278;53;MUJER;36;50_54;MUJER_36_50_54
Cliente 8279;30;HOMBRE;32;30_34;HOMBRE_32_30_34
Cliente 8280;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8281;65;HOMBRE;27;65_69;HOMBRE_27_65_69
Cliente 8282;55;MUJER;15;55_59;MUJER_15_55_59
Cliente 8283;56;MUJER;36;55_59;MUJER_36_55_59
Cliente 8284;50;HOMBRE;27;50_54;HOMBRE_27_50_54
Cliente 8285;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8286;45;MUJER;36;45_49;MUJER_36_45_49
Cliente 8287;28;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8288;21;MUJER;15;20_24;MUJER_15_20_24
Cliente 8289;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8290;43;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 8291;59;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 8292;34;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8293;48;MUJER;36;45_49;MUJER_36_45_49
Cliente 8294;45;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8295;46;MUJER;15;45_49;MUJER_15_45_49
Cliente 8296;38;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 8297;35;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8298;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8299;45;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8300;25;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 8301;26;MUJER;27;25_29;MUJER_27_25_29
Cliente 8302;46;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8303;51;MUJER;36;50_54;MUJER_36_50_54
Cliente 8304;52;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8305;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8306;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8307;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8308;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8309;27;MUJER;27;25_29;MUJER_27_25_29
Cliente 8310;42;MUJER;15;40_44;MUJER_15_40_44
Cliente 8311;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8312;23;MUJER;15;20_24;MUJER_15_20_24
Cliente 8313;47;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8314;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8315;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8316;46;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 8317;24;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 8318;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 8319;36;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8320;48;MUJER;36;45_49;MUJER_36_45_49
Cliente 8321;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8322;54;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8323;36;MUJER;36;35_39;MUJER_36_35_39
Cliente 8324;22;MUJER;36;20_24;MUJER_36_20_24
Cliente 8325;22;MUJER;36;20_24;MUJER_36_20_24
Cliente 8326;26;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 8327;36;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8328;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8329;30;MUJER;36;30_34;MUJER_36_30_34
Cliente 8330;25;MUJER;36;25_29;MUJER_36_25_29
Cliente 8331;32;MUJER;27;30_34;MUJER_27_30_34
Cliente 8332;38;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8333;53;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8334;56;MUJER;36;55_59;MUJER_36_55_59
Cliente 8335;29;MUJER;36;25_29;MUJER_36_25_29
Cliente 8336;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 8337;35;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 8338;48;MUJER;15;45_49;MUJER_15_45_49
Cliente 8339;27;MUJER;32;25_29;MUJER_32_25_29
Cliente 8340;46;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8341;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8342;66;HOMBRE;32;65_69;HOMBRE_32_65_69
Cliente 8343;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8344;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 8345;20;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8346;40;MUJER;27;40_44;MUJER_27_40_44
Cliente 8347;37;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8348;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8349;49;HOMBRE;32;45_49;HOMBRE_32_45_49
Cliente 8350;51;MUJER;36;50_54;MUJER_36_50_54
Cliente 8351;61;HOMBRE;36;60_64;HOMBRE_36_60_64
Cliente 8352;21;HOMBRE;32;20_24;HOMBRE_32_20_24
Cliente 8353;32;MUJER;27;30_34;MUJER_27_30_34
Cliente 8354;43;MUJER;36;40_44;MUJER_36_40_44
Cliente 8355;26;MUJER;36;25_29;MUJER_36_25_29
Cliente 8356;43;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 8357;36;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8358;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8359;19;HOMBRE;32;15_19;HOMBRE_32_15_19
Cliente 8360;51;HOMBRE;27;50_54;HOMBRE_27_50_54
Cliente 8361;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8362;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8363;53;MUJER;36;50_54;MUJER_36_50_54
Cliente 8364;34;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8365;27;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8366;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8367;33;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8368;38;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 8369;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8370;58;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 8371;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8372;42;MUJER;27;40_44;MUJER_27_40_44
Cliente 8373;28;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 8374;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8375;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8376;50;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8377;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8378;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 8379;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8380;33;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8381;67;HOMBRE;15;65_69;HOMBRE_15_65_69
Cliente 8382;28;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8383;38;MUJER;36;35_39;MUJER_36_35_39
Cliente 8384;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 8385;30;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8386;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 8387;56;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 8388;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8389;31;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8390;47;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8391;23;HOMBRE;32;20_24;HOMBRE_32_20_24
Cliente 8392;29;MUJER;36;25_29;MUJER_36_25_29
Cliente 8393;53;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8394;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8395;53;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8396;38;MUJER;15;35_39;MUJER_15_35_39
Cliente 8397;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8398;26;MUJER;32;25_29;MUJER_32_25_29
Cliente 8399;62;MUJER;36;60_64;MUJER_36_60_64
Cliente 8400;24;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 8401;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8402;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8403;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8404;46;MUJER;36;45_49;MUJER_36_45_49
Cliente 8405;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8406;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 8407;45;MUJER;36;45_49;MUJER_36_45_49
Cliente 8408;57;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 8409;23;MUJER;36;20_24;MUJER_36_20_24
Cliente 8410;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 8411;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8412;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8413;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8414;47;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 8415;24;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8416;56;MUJER;15;55_59;MUJER_15_55_59
Cliente 8417;56;MUJER;15;55_59;MUJER_15_55_59
Cliente 8418;31;MUJER;15;30_34;MUJER_15_30_34
Cliente 8419;35;MUJER;15;35_39;MUJER_15_35_39
Cliente 8420;55;MUJER;36;55_59;MUJER_36_55_59
Cliente 8421;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8422;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8423;52;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8424;28;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 8425;40;MUJER;32;40_44;MUJER_32_40_44
Cliente 8426;28;MUJER;15;25_29;MUJER_15_25_29
Cliente 8427;29;MUJER;36;25_29;MUJER_36_25_29
Cliente 8428;42;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8429;26;MUJER;36;25_29;MUJER_36_25_29
Cliente 8430;54;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 8431;30;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 8432;48;MUJER;36;45_49;MUJER_36_45_49
Cliente 8433;43;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 8434;34;MUJER;15;30_34;MUJER_15_30_34
Cliente 8435;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 8436;46;MUJER;27;45_49;MUJER_27_45_49
Cliente 8437;32;MUJER;36;30_34;MUJER_36_30_34
Cliente 8438;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 8439;50;MUJER;15;50_54;MUJER_15_50_54
Cliente 8440;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8441;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 8442;51;MUJER;15;50_54;MUJER_15_50_54
Cliente 8443;55;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 8444;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 8445;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8446;38;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 8447;20;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 8448;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 8449;53;MUJER;32;50_54;MUJER_32_50_54
Cliente 8450;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 8451;41;HOMBRE;15;40_44;HOMBRE_15_40_44
